"","School","State","School.Type","Total.Disbursements","Year"
"1772","GRAND VIEW UNIVERSITY","IA","PRIVATE",15172712,"2010_2011"
"1773","GRINNELL COLLEGE","IA","PRIVATE",3182104,"2010_2011"
"1774","IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY","IA","PUBLIC",151810566,"2010_2011"
"1775","IOWA WESLEYAN COLLEGE","IA","PRIVATE",5193663,"2010_2011"
"1776","LORAS COLLEGE","IA","PRIVATE",9205743,"2010_2011"
"1777","LUTHER COLLEGE","IA","PRIVATE",14371266,"2010_2011"
"1778","MARSHALLTOWN COMMUNITY COLLEGE","IA","PUBLIC",5805813,"2010_2011"
"1779","NORTH IOWA AREA COMMUNITY COLLEGE","IA","PUBLIC",8516081,"2010_2011"
"1780","MORNINGSIDE COLLEGE","IA","PRIVATE",8706425,"2010_2011"
"1781","MOUNT MERCY UNIVERSITY","IA","PRIVATE",12182339,"2010_2011"
"1782","NORTHWESTERN COLLEGE","IA","PRIVATE",7019369,"2010_2011"
"1783","SIMPSON COLLEGE","IA","PRIVATE",13110028,"2010_2011"
"1784","SAINT AMBROSE UNIVERSITY","IA","PRIVATE",27733917,"2010_2011"
"1785","UNIVERSITY OF NORTHERN IOWA","IA","PUBLIC",76074068,"2010_2011"
"1786","UNIVERSITY OF DUBUQUE","IA","PRIVATE",13555312,"2010_2011"
"1787","UNIVERSITY OF IOWA","IA","PUBLIC",212278363,"2010_2011"
"1788","UPPER IOWA UNIVERSITY","IA","PRIVATE",40497695,"2010_2011"
"1789","WALDORF COLLEGE","IA","PROPRIETARY",4744765,"2010_2011"
"1790","WARTBURG COLLEGE","IA","PRIVATE",11009191,"2010_2011"
"1791","WARTBURG THEOLOGICAL SEMINARY","IA","PRIVATE",764890,"2010_2011"
"1792","WILLIAM PENN UNIVERSITY","IA","PRIVATE",14230947,"2010_2011"
"1793","AMERICAN INSTITUTE OF BUSINESS","IA","PRIVATE",5794366,"2010_2011"
"1794","EASTERN IOWA COMMUNITY COLLEGE DISTRICT","IA","PUBLIC",21190888,"2010_2011"
"1795","KIRKWOOD COMMUNITY COLLEGE","IA","PUBLIC",60889749,"2010_2011"
"1796","SAINT LUKE'S METHODIST HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","IA","PRIVATE",100609,"2010_2011"
"1797","KAPLAN UNIVERSITY","IA","PROPRIETARY",761412517,"2010_2011"
"1798","NORTHEAST IOWA COMMUNITY COLLEGE","IA","PUBLIC",15495447,"2010_2011"
"1799","HAWKEYE COMMUNITY COLLEGE","IA","PUBLIC",24433179,"2010_2011"
"1800","IOWA WESTERN COMMUNITY COLLEGE","IA","PUBLIC",19341483,"2010_2011"
"1801","NORTHWEST IOWA COMMUNITY COLLEGE","IA","PUBLIC",3100532,"2010_2011"
"1802","UNITYPOINT HEALTH-DES MOINES","IA","PRIVATE",96772,"2010_2011"
"1803","MERCY COLLEGE OF HEALTH SCIENCES","IA","PRIVATE",6232674,"2010_2011"
"1804","DES MOINES AREA COMMUNITY COLLEGE","IA","PUBLIC",57318571,"2010_2011"
"1805","FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY","IA","PRIVATE",1289504,"2010_2011"
"1806","ST. LUKE'S COLLEGE","IA","PRIVATE",1036248,"2010_2011"
"1807","WESTERN IOWA TECH COMMUNITY COLLEGE","IA","PUBLIC",12740952,"2010_2011"
"1808","CAPRI COLLEGE","IA","PROPRIETARY",934796,"2010_2011"
"1809","EQ SCHOOL OF HAIR DESIGN","IA","PROPRIETARY",195425,"2010_2011"
"1810","AMERICAN COLLEGE OF HAIRSTYLING-CEDAR RAPIDS","IA","PROPRIETARY",105000,"2010_2011"
"1811","AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES","IA","PROPRIETARY",323379,"2010_2011"
"1812","LA' JAMES COLLEGE OF HAIRSTYLING","IA","PROPRIETARY",828909,"2010_2011"
"1813","CAPRI COLLEGE","IA","PROPRIETARY",969408,"2010_2011"
"1814","COLLEGE OF HAIR DESIGN","IA","PROPRIETARY",309492,"2010_2011"
"1815","IOWA SCHOOL OF BEAUTY","IA","PROPRIETARY",1584085,"2010_2011"
"1816","INDIAN HILLS COMMUNITY COLLEGE","IA","PUBLIC",22858275,"2010_2011"
"1817","LA' JAMES INTERNATIONAL COLLEGE","IA","PROPRIETARY",1644890,"2010_2011"
"1818","LA' JAMES INTERNATIONAL COLLEGE","IA","PROPRIETARY",1101665,"2010_2011"
"1819","MAHARISHI UNIVERSITY OF MANAGEMENT","IA","PRIVATE",3515436,"2010_2011"
"1820","HAMILTON TECHNICAL COLLEGE","IA","PROPRIETARY",3987710,"2010_2011"
"1821","PALMER COLLEGE OF CHIROPRACTIC","IA","PRIVATE",109088979,"2010_2011"
"1822","LA'JAMES INTERNATIONAL COLLEGE","IA","PROPRIETARY",929270,"2010_2011"
