"","School","State","School.Type","Total.Disbursements","Year"
"2108","DEBUTANTES SCHOOL OF COSMETOLOGY AND NAIL TECHNOLOGY","IL","PROPRIETARY",2792,"2012_2013"
"2109","BETHANY THEOLOGICAL SEMINARY","IN","PRIVATE",290900,"2012_2013"
"2110","ANCILLA DOMINI COLLEGE","IN","PRIVATE",2681935,"2012_2013"
"2111","ANDERSON UNIVERSITY","IN","PRIVATE",19453892,"2012_2013"
"2112","BALL STATE UNIVERSITY","IN","PUBLIC",127107813,"2012_2013"
"2113","BETHEL COLLEGE","IN","PRIVATE",13433779,"2012_2013"
"2114","BUTLER UNIVERSITY","IN","PRIVATE",31456025,"2012_2013"
"2115","CHRISTIAN THEOLOGICAL SEMINARY","IN","PRIVATE",1790972,"2012_2013"
"2116","DEPAUW UNIVERSITY","IN","PRIVATE",10332188,"2012_2013"
"2117","EARLHAM COLLEGE","IN","PRIVATE",5453836,"2012_2013"
"2118","UNIVERSITY OF EVANSVILLE","IN","PRIVATE",17039578,"2012_2013"
"2119","FRANKLIN COLLEGE OF INDIANA","IN","PRIVATE",7761905,"2012_2013"
"2120","GOSHEN COLLEGE","IN","PRIVATE",4649771,"2012_2013"
"2121","GRACE COLLEGE AND THEOLOGICAL SEMINARY","IN","PRIVATE",8845452,"2012_2013"
"2122","HANOVER COLLEGE","IN","PRIVATE",8808259,"2012_2013"
"2123","HUNTINGTON UNIVERSITY","IN","PRIVATE",7756597,"2012_2013"
"2124","UNIVERSITY OF INDIANAPOLIS","IN","PRIVATE",43378683,"2012_2013"
"2125","INDIANA INSTITUTE OF TECHNOLOGY","IN","PRIVATE",42869754,"2012_2013"
"2126","INDIANA STATE UNIVERSITY","IN","PUBLIC",63490291,"2012_2013"
"2127","UNIVERSITY OF SOUTHERN INDIANA","IN","PUBLIC",40252892,"2012_2013"
"2128","INDIANA UNIVERSITY - BLOOMINGTON","IN","PUBLIC",206743572,"2012_2013"
"2129","INDIANA UNIVERSITY - EAST","IN","PUBLIC",16508388,"2012_2013"
"2130","INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS","IN","PUBLIC",242465255,"2012_2013"
"2131","INDIANA UNIVERSITY - KOKOMO","IN","PUBLIC",13166581,"2012_2013"
"2132","INDIANA UNIVERSITY - NORTHWEST","IN","PUBLIC",33376444,"2012_2013"
"2133","INDIANA UNIVERSITY - SOUTH BEND","IN","PUBLIC",31937204,"2012_2013"
"2134","INDIANA UNIVERSITY SOUTHEAST","IN","PUBLIC",24130930,"2012_2013"
"2135","MANCHESTER UNIVERSITY","IN","PRIVATE",12714191,"2012_2013"
"2136","MARIAN UNIVERSITY","IN","PRIVATE",18272044,"2012_2013"
"2137","INDIANA WESLEYAN UNIVERSITY","IN","PRIVATE",133184939,"2012_2013"
"2138","ANABAPTIST MENNONITE BIBLICAL SEMINARY","IN","PRIVATE",298909,"2012_2013"
"2139","OAKLAND CITY UNIVERSITY","IN","PRIVATE",3255974,"2012_2013"
"2140","PURDUE UNIVERSITY","IN","PUBLIC",171467922,"2012_2013"
"2141","PURDUE UNIVERSITY - NORTH CENTRAL","IN","PUBLIC",15826460,"2012_2013"
"2142","PURDUE UNIVERSITY - CALUMET","IN","PUBLIC",38801085,"2012_2013"
"2143","INDIANA UNIVERSITY - PURDUE UNIVERSITY - FT WAYNE","IN","PUBLIC",50744630,"2012_2013"
"2144","ROSE - HULMAN INSTITUTE OF TECHNOLOGY","IN","PRIVATE",16050020,"2012_2013"
"2145","UNIVERSITY OF SAINT FRANCIS","IN","PRIVATE",19128873,"2012_2013"
"2146","SAINT JOSEPH'S COLLEGE","IN","PRIVATE",5619362,"2012_2013"
"2147","CALUMET COLLEGE OF SAINT JOSEPH","IN","PRIVATE",5506028,"2012_2013"
"2148","SAINT MARY OF THE WOODS COLLEGE","IN","PRIVATE",6837652,"2012_2013"
"2149","SAINT MARY'S COLLEGE","IN","PRIVATE",9464807,"2012_2013"
"2150","TAYLOR UNIVERSITY","IN","PRIVATE",12451434,"2012_2013"
"2151","TRINE UNIVERSITY","IN","PRIVATE",15367605,"2012_2013"
"2152","UNIVERSITY OF NOTRE DAME","IN","PRIVATE",60405159,"2012_2013"
"2153","VALPARAISO UNIVERSITY","IN","PRIVATE",44123896,"2012_2013"
"2154","VINCENNES UNIVERSITY","IN","PUBLIC",34462085,"2012_2013"
"2155","WABASH COLLEGE","IN","PRIVATE",5490858,"2012_2013"
"2156","INTERNATIONAL BUSINESS COLLEGE","IN","PROPRIETARY",8410648,"2012_2013"
"2157","SAINT ELIZABETH SCHOOL OF NURSING","IN","PRIVATE",3114595,"2012_2013"
"2158","HOLY CROSS COLLEGE","IN","PRIVATE",2861815,"2012_2013"
"2159","SAINT MEINRAD SCHOOL OF THEOLOGY","IN","PRIVATE",91800,"2012_2013"
"2160","ITT TECHNICAL INSTITUTE","IN","PROPRIETARY",567475567,"2012_2013"
"2161","MEDTECH COLLEGE","IN","PROPRIETARY",29343515,"2012_2013"
"2162","LINCOLN COLLEGE OF TECHNOLOGY","IN","PROPRIETARY",43983046,"2012_2013"
"2163","HARROLD BEAUTY ACADEMY","IN","PROPRIETARY",430974,"2012_2013"
"2164","APEX ACADEMY OF HAIR DESIGN","IN","PROPRIETARY",18102,"2012_2013"
"2165","RUDAE'S SCHOOL OF BEAUTY CULTURE","IN","PROPRIETARY",1161685,"2012_2013"
"2166","KAPLAN COLLEGE","IN","PROPRIETARY",4936979,"2012_2013"
"2167","IVY TECH COMMUNITY COLLEGE OF INDIANA","IN","PUBLIC",275558056,"2012_2013"
"2168","VINCENNES BEAUTY COLLEGE","IN","PROPRIETARY",128279,"2012_2013"
"2169","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IN","PROPRIETARY",111852,"2012_2013"
"2170","NATIONAL COLLEGE","IN","PROPRIETARY",12547758,"2012_2013"
"2171","MID AMERICA COLLEGE OF FUNERAL SERVICE","IN","PRIVATE",868381,"2012_2013"
"2172","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IN","PROPRIETARY",1506453,"2012_2013"
"2173","RAVENSCROFT BEAUTY COLLEGE","IN","PROPRIETARY",1049212,"2012_2013"
"2174","CONCORDIA THEOLOGICAL SEMINARY","IN","PRIVATE",2082728,"2012_2013"
"2175","MARTIN UNIVERSITY","IN","PRIVATE",6221194,"2012_2013"
"2176","HARRISON COLLEGE","IN","PROPRIETARY",48475345,"2012_2013"
"2177","DON ROBERTS BEAUTY SCHOOL","IN","PROPRIETARY",158848,"2012_2013"
"2178","DON ROBERTS SCHOOL OF HAIR DESIGN","IN","PROPRIETARY",372432,"2012_2013"
"2179","KAPLAN COLLEGE","IN","PROPRIETARY",3421940,"2012_2013"
"2180","PJ'S COLLEGE OF COSMETOLOGY","IN","PROPRIETARY",937417,"2012_2013"
"2181","J. EVERETT LIGHT CAREER CENTER","IN","PUBLIC",311486,"2012_2013"
"2182","PJ'S COLLEGE OF COSMETOLOGY","IN","PROPRIETARY",277041,"2012_2013"
"2183","MASTERS OF COSMETOLOGY COLLEGE","IN","PROPRIETARY",530814,"2012_2013"
"2184","ROGERS ACADEMY OF HAIR DESIGN","IN","PROPRIETARY",195439,"2012_2013"
"2185","EMPIRE BEAUTY SCHOOL","IN","PROPRIETARY",2330971,"2012_2013"
"2186","HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","PROPRIETARY",770516,"2012_2013"
"2187","HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","PROPRIETARY",381855,"2012_2013"
"2188","HAIR ARTS ACADEMY","IN","PROPRIETARY",296065,"2012_2013"
"2189","COLLEGE OF COURT REPORTING","IN","PROPRIETARY",2255447,"2012_2013"
"2190","TUCKER CAREER AND TECHNOLOGY CENTER","IN","PUBLIC",324550,"2012_2013"
"2191","AVIATION INSTITUTE OF MAINTENANCE","IN","PROPRIETARY",1887898,"2012_2013"
"2192","DAVID DEMUTH INSTITUTE OF COSMETOLOGY","IN","PROPRIETARY",7000,"2012_2013"
"2193","CROSSROADS BIBLE COLLEGE","IN","PRIVATE",1121623,"2012_2013"
"2194","ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS","IN","PROPRIETARY",211016,"2012_2013"
"2195","IDEAL BEAUTY ACADEMY","IN","PROPRIETARY",180429,"2012_2013"
"2196","SUCCESS SCHOOLS LLC","IN","PROPRIETARY",755709,"2012_2013"
"2197","MYCOMPUTERCAREER.COM /TECHSKILLS","IN","PROPRIETARY",690549,"2012_2013"
"2198","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IN","PROPRIETARY",865863,"2012_2013"
"2199","AVEDA FREDRIC'S INSTITUTE","IN","PROPRIETARY",1356576,"2012_2013"
"2200","SALON PROFESSIONAL ACADEMY (THE)","IN","PROPRIETARY",829752,"2012_2013"
"2201","AVANT GARD THE SCHOOL","IN","PROPRIETARY",290846,"2012_2013"
"2202","SALON PROFESSIONAL ACADEMY (THE)","IN","PROPRIETARY",866210,"2012_2013"
"2203","PAUL MITCHELL THE SCHOOL INDIANAPOLIS","IN","PROPRIETARY",979019,"2012_2013"
"2204","SALON PROFESSIONAL ACADEMY (THE)","IN","PROPRIETARY",531192,"2012_2013"
"2205","LIL LOU'S BEAUTY AND BARBER COLLEGE","IN","PROPRIETARY",269760,"2012_2013"
"2206","ALLEN COUNTY COMMUNITY COLLEGE","KS","PUBLIC",3639066,"2012_2013"
"2207","COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOO","KS","PUBLIC",11570188,"2012_2013"
"2208","BAKER UNIVERSITY","KS","PRIVATE",23899763,"2012_2013"
"2209","BETHANY COLLEGE","KS","PRIVATE",3664563,"2012_2013"
"2210","BETHEL COLLEGE","KS","PRIVATE",2723181,"2012_2013"
"2211","BUTLER COUNTY COMMUNITY COLLEGE","KS","PUBLIC",18528187,"2012_2013"
"2212","CENTRAL BAPTIST THEOLOGICAL SEMINARY","KS","PRIVATE",410700,"2012_2013"
"2213","CENTRAL CHRISTIAN COLLEGE OF KANSAS","KS","PRIVATE",4880187,"2012_2013"
"2214","CLOUD COUNTY COMMUNITY COLLEGE","KS","PUBLIC",3180506,"2012_2013"
"2215","COFFEYVILLE COMMUNITY COLLEGE","KS","PUBLIC",1770212,"2012_2013"
"2216","COLBY COMMUNITY COLLEGE","KS","PUBLIC",2347265,"2012_2013"
"2217","DODGE CITY COMMUNITY COLLEGE","KS","PUBLIC",1567289,"2012_2013"
"2218","DONNELLY COLLEGE","KS","PRIVATE",1002066,"2012_2013"
"2219","FORT HAYS STATE UNIVERSITY","KS","PUBLIC",43450690,"2012_2013"
"2220","FORT SCOTT COMMUNITY COLLEGE","KS","PUBLIC",4662584,"2012_2013"
"2221","BARCLAY COLLEGE","KS","PRIVATE",1033575,"2012_2013"
"2222","FRIENDS UNIVERSITY","KS","PRIVATE",22963852,"2012_2013"
"2223","GARDEN CITY COMMUNITY COLLEGE","KS","PUBLIC",1791221,"2012_2013"
"2224","HESSTON COLLEGE","KS","PRIVATE",2549383,"2012_2013"
"2225","HIGHLAND COMMUNITY COLLEGE","KS","PUBLIC",4883849,"2012_2013"
"2226","HUTCHINSON COMMUNITY COLLEGE","KS","PUBLIC",8765745,"2012_2013"
"2227","INDEPENDENCE COMMUNITY COLLEGE","KS","PUBLIC",582679,"2012_2013"
"2228","KANSAS CITY KANSAS COMMUNITY COLLEGE","KS","PUBLIC",14156616,"2012_2013"
"2229","PITTSBURG STATE UNIVERSITY","KS","PUBLIC",29538850,"2012_2013"
"2230","EMPORIA STATE UNIVERSITY","KS","PUBLIC",26148915,"2012_2013"
"2231","KANSAS STATE UNIVERSITY","KS","PUBLIC",127977676,"2012_2013"
"2232","KANSAS WESLEYAN UNIVERSITY","KS","PRIVATE",5259398,"2012_2013"
"2233","LABETTE COMMUNITY COLLEGE","KS","PUBLIC",1296453,"2012_2013"
"2234","MANHATTAN CHRISTIAN COLLEGE","KS","PRIVATE",1533646,"2012_2013"
"2235","MCPHERSON COLLEGE","KS","PRIVATE",4996493,"2012_2013"
"2236","NEOSHO COUNTY COMMUNITY COLLEGE","KS","PUBLIC",3132231,"2012_2013"
"2237","OTTAWA UNIVERSITY","KS","PRIVATE",25234353,"2012_2013"
"2238","PRATT COMMUNITY COLLEGE","KS","PUBLIC",2899429,"2012_2013"
"2239","NEWMAN UNIVERSITY","KS","PRIVATE",14013908,"2012_2013"
"2240","SOUTHWESTERN COLLEGE","KS","PRIVATE",11077510,"2012_2013"
"2241","UNIVERSITY OF SAINT MARY","KS","PRIVATE",9505006,"2012_2013"
"2242","STERLING COLLEGE","KS","PRIVATE",4451579,"2012_2013"
"2243","TABOR COLLEGE","KS","PRIVATE",5278480,"2012_2013"
"2244","UNIVERSITY OF KANSAS","KS","PUBLIC",155160328,"2012_2013"
"2245","WASHBURN UNIVERSITY - TOPEKA","KS","PUBLIC",42729193,"2012_2013"
"2246","WICHITA STATE UNIVERSITY","KS","PUBLIC",66414861,"2012_2013"
"2247","BARTON COUNTY COMMUNITY COLLEGE","KS","PUBLIC",4338452,"2012_2013"
"2248","FLINT HILLS TECHNICAL COLLEGE","KS","PUBLIC",2798972,"2012_2013"
"2249","NORTH CENTRAL KANSAS TECHNICAL COLLEGE","KS","PUBLIC",3602682,"2012_2013"
"2250","NORTHWEST KANSAS TECHNICAL COLLEGE","KS","PUBLIC",670106,"2012_2013"
"2251","WICHITA AREA TECHNICAL COLLEGE","KS","PUBLIC",9096253,"2012_2013"
"2252","SALINA AREA TECHNICAL COLLEGE","KS","PUBLIC",677333,"2012_2013"
"2253","MANHATTAN AREA TECHNICAL COLLEGE","KS","PUBLIC",3313171,"2012_2013"
"2254","BROWN MACKIE COLLEGE (THE)","KS","PROPRIETARY",11786637,"2012_2013"
"2255","MIDAMERICA NAZARENE UNIVERSITY","KS","PRIVATE",15478145,"2012_2013"
"2256","SEWARD COUNTY COMMUNITY COLLEGE/AREA TECHNICAL SCHOOL","KS","PUBLIC",903129,"2012_2013"
"2257","JOHNSON COUNTY COMMUNITY COLLEGE","KS","PUBLIC",21923981,"2012_2013"
"2258","MARINELLO SCHOOL OF BEAUTY","KS","PROPRIETARY",848396,"2012_2013"
"2259","BENEDICTINE COLLEGE","KS","PRIVATE",10941759,"2012_2013"
"2260","WICHITA TECHNICAL INSTITUTE","KS","PROPRIETARY",11427928,"2012_2013"
"2261","CLEVELAND UNIVERSITY-KANSAS CITY","KS","PRIVATE",21490157,"2012_2013"
"2262","OLD TOWN BARBER  COLLEGE","KS","PROPRIETARY",484496,"2012_2013"
"2263","HAYS ACADEMY OF HAIR DESIGN","KS","PROPRIETARY",938333,"2012_2013"
"2264","LABARON HAIRDRESSING ACADEMY","KS","PROPRIETARY",96909,"2012_2013"
"2265","WRIGHT CAREER COLLEGE","KS","PRIVATE",28420798,"2012_2013"
"2266","CRAVE BEAUTY ACADEMY","KS","PROPRIETARY",1661335,"2012_2013"
"2267","PAUL MITCHELL THE SCHOOL WICHITA","KS","PROPRIETARY",1088684,"2012_2013"
"2268","PINNACLE CAREER INSTITUTE","KS","PROPRIETARY",1129241,"2012_2013"
"2269","XENON INTERNATIONAL ACADEMY IV","KS","PROPRIETARY",386917,"2012_2013"
"2270","BRYAN UNIVERSITY","KS","PROPRIETARY",1205291,"2012_2013"
"2271","MARINELLO SCHOOL OF BEAUTY","KS","PROPRIETARY",2391415,"2012_2013"
"2272","SIDNEY'S HAIRDRESSING COLLEGE","KS","PROPRIETARY",345510,"2012_2013"
"2273","GRANTHAM UNIVERSITY","KS","PROPRIETARY",38918144,"2012_2013"
"2274","Z HAIR ACADEMY","KS","PROPRIETARY",394995,"2012_2013"
"2275","ERIC FISHER ACADEMY","KS","PROPRIETARY",1374756,"2012_2013"
"2276","ACADEMY OF AESTHETIC ARTS","KS","PROPRIETARY",261297,"2012_2013"
"2277","ENTOURAGE INSTITUTE OF BEAUTY AND ESTHETICS","KS","PROPRIETARY",342357,"2012_2013"
"2278","MITSU SATO HAIR ACADEMY","KS","PROPRIETARY",258504,"2012_2013"
"2279","PAUL MITCHELL THE SCHOOL - OVERLAND PARK","KS","PROPRIETARY",996327,"2012_2013"
"2280","ALICE LLOYD COLLEGE","KY","PRIVATE",1926155,"2012_2013"
"2281","ASBURY COLLEGE","KY","PRIVATE",10878339,"2012_2013"
"2282","ASBURY THEOLOGICAL SEMINARY","KY","PRIVATE",8567067,"2012_2013"
"2283","BELLARMINE UNIVERSITY","KY","PRIVATE",24643310,"2012_2013"
"2284","BEREA COLLEGE","KY","PRIVATE",1300527,"2012_2013"
"2285","BRESCIA UNIVERSITY","KY","PRIVATE",6157246,"2012_2013"
"2286","CAMPBELLSVILLE UNIVERSITY","KY","PRIVATE",15987957,"2012_2013"
"2287","SPALDING UNIVERSITY","KY","PRIVATE",22365413,"2012_2013"
"2288","CENTRE COLLEGE OF KENTUCKY","KY","PRIVATE",5944295,"2012_2013"
"2289","UNIVERSITY OF THE CUMBERLANDS","KY","PRIVATE",24399795,"2012_2013"
"2290","EASTERN KENTUCKY UNIVERSITY","KY","PUBLIC",88802246,"2012_2013"
"2291","GEORGETOWN COLLEGE","KY","PRIVATE",10535308,"2012_2013"
"2292","KENTUCKY CHRISTIAN UNIVERSITY","KY","PRIVATE",3602490,"2012_2013"
"2293","KENTUCKY STATE UNIVERSITY","KY","PUBLIC",15857814,"2012_2013"
"2294","KENTUCKY WESLEYAN COLLEGE","KY","PRIVATE",3904891,"2012_2013"
"2295","LEXINGTON THEOLOGICAL SEMINARY","KY","PRIVATE",229561,"2012_2013"
"2296","LINDSEY WILSON COLLEGE","KY","PRIVATE",21271151,"2012_2013"
"2297","LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY","KY","PRIVATE",718903,"2012_2013"
"2298","MIDWAY UNIVERSITY","KY","PRIVATE",10342725,"2012_2013"
"2299","MOREHEAD STATE UNIVERSITY","KY","PUBLIC",49585916,"2012_2013"
"2300","MURRAY STATE UNIVERSITY","KY","PUBLIC",48337141,"2012_2013"
"2301","WEST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",11963653,"2012_2013"
"2302","UNIVERSITY OF PIKEVILLE","KY","PRIVATE",23901955,"2012_2013"
"2303","ST. CATHARINE COLLEGE","KY","PRIVATE",4688714,"2012_2013"
"2304","TRANSYLVANIA UNIVERSITY","KY","PRIVATE",5110631,"2012_2013"
"2305","UNION COLLEGE","KY","PRIVATE",9124258,"2012_2013"
"2306","UNIVERSITY OF KENTUCKY","KY","PUBLIC",169589970,"2012_2013"
"2307","ASHLAND COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",9517696,"2012_2013"
"2308","ELIZABETHTOWN COMMUNITY  AND TECHNICAL COLLEGE","KY","PUBLIC",18487689,"2012_2013"
"2309","HENDERSON COMMUNITY COLLEGE","KY","PUBLIC",4279928,"2012_2013"
"2310","HOPKINSVILLE COMMUNITY COLLEGE","KY","PUBLIC",9016107,"2012_2013"
"2311","BIG SANDY COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",9276679,"2012_2013"
"2312","SOMERSET COMMUNITY COLLEGE","KY","PUBLIC",23157992,"2012_2013"
"2313","SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",6631203,"2012_2013"
"2314","UNIVERSITY OF LOUISVILLE","KY","PUBLIC",137894600,"2012_2013"
"2315","THOMAS MORE COLLEGE","KY","PRIVATE",10277083,"2012_2013"
"2316","WESTERN KENTUCKY UNIVERSITY","KY","PUBLIC",107584619,"2012_2013"
"2317","SPENCERIAN COLLEGE","KY","PROPRIETARY",6433846,"2012_2013"
"2318","SULLIVAN UNIVERSITY","KY","PROPRIETARY",58285132,"2012_2013"
"2319","BLUEGRASS COMMUNITY & TECHNICAL COLLEGE","KY","PUBLIC",37061207,"2012_2013"
"2320","SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",12621749,"2012_2013"
"2321","GATEWAY COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",16781012,"2012_2013"
"2322","MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",10699409,"2012_2013"
"2323","JEFFERSON COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",35095980,"2012_2013"
"2324","HAZARD COMMUNITY AND TECHNICAL COLLEGE","KY","PUBLIC",6396928,"2012_2013"
"2325","DAYMAR COLLEGE","KY","PROPRIETARY",1174082,"2012_2013"
"2326","MADISONVILLE COMMUNITY COLLEGE","KY","PUBLIC",6803848,"2012_2013"
"2327","NORTHERN KENTUCKY UNIVERSITY","KY","PUBLIC",88829795,"2012_2013"
"2328","DAYMAR COLLEGE","KY","PROPRIETARY",10977969,"2012_2013"
"2329","SALON PROFESSIONAL ACADEMY THE","KY","PROPRIETARY",1275022,"2012_2013"
"2330","SULLIVAN COLLEGE OF TECHNOLOGY AND DESIGN","KY","PROPRIETARY",3448278,"2012_2013"
"2331","EMPIRE BEAUTY SCHOOL","KY","PROPRIETARY",2127141,"2012_2013"
"2332","EMPIRE BEAUTY SCHOOL","KY","PROPRIETARY",1301777,"2012_2013"
"2333","EMPIRE BEAUTY SCHOOL","KY","PROPRIETARY",1017259,"2012_2013"
"2334","EMPIRE BEAUTY SCHOOL","KY","PROPRIETARY",1238943,"2012_2013"
"2335","EMPIRE BEAUTY SCHOOL","KY","PROPRIETARY",639686,"2012_2013"
"2336","EMPIRE BEAUTY SCHOOL","KY","PROPRIETARY",676254,"2012_2013"
"2337","TREND SETTERS' ACADEMY OF BEAUTY CULTURE","KY","PROPRIETARY",656015,"2012_2013"
"2338","PAT WILSON'S BEAUTY COLLEGE","KY","PROPRIETARY",186650,"2012_2013"
"2339","PJ'S COLLEGE OF COSMETOLOGY","KY","PROPRIETARY",2239441,"2012_2013"
"2340","PAUL MITCHELL THE SCHOOL LEXINGTON","KY","PROPRIETARY",2202851,"2012_2013"
"2341","PAUL MITCHELL THE SCHOOL - LOUISVILLE","KY","PROPRIETARY",1730505,"2012_2013"
"2342","BECKFIELD COLLEGE","KY","PROPRIETARY",13120213,"2012_2013"
"2343","BARRETT & COMPANY SCHOOL OF HAIR DESIGN","KY","PROPRIETARY",88687,"2012_2013"
"2344","PJ'S COLLEGE OF COSMETOLOGY","KY","PROPRIETARY",530022,"2012_2013"
"2345","SOUTHEAST SCHOOL OF COSMETOLOGY","KY","PROPRIETARY",186937,"2012_2013"
"2346","MID-CONTINENT UNIVERSITY","KY","PRIVATE",6213468,"2012_2013"
"2347","KENTUCKY MOUNTAIN BIBLE COLLEGE","KY","PRIVATE",134000,"2012_2013"
"2348","FRONTIER NURSING UNIVERSITY","KY","PRIVATE",23904344,"2012_2013"
"2349","HEAD'S WEST KENTUCKY BEAUTY COLLEGE","KY","PROPRIETARY",118914,"2012_2013"
"2350","OWENSBORO COMMUNITY & TECHNICAL COLLEGE","KY","PUBLIC",7304201,"2012_2013"
"2351","GALEN HEALTH INSTITUTES","KY","PROPRIETARY",34372486,"2012_2013"
"2352","MR JIM'S COLLEGE OF COSMETOLOGY","KY","PROPRIETARY",19550,"2012_2013"
"2353","EZELL'S COSMETOLOGY SCHOOL, LLC","KY","PROPRIETARY",258087,"2012_2013"
"2354","BELLEFONTE ACADEMY OF BEAUTY","KY","PROPRIETARY",1262061,"2012_2013"
"2355","EMPLOYMENT SOLUTIONS","KY","PRIVATE",1997413,"2012_2013"
"2356","REGENCY SCHOOL OF HAIR DESIGN","KY","PROPRIETARY",139199,"2012_2013"
"2357","ATA COLLEGE","KY","PROPRIETARY",9796182,"2012_2013"
"2358","LEXINGTON HEALING ARTS ACADEMY","KY","PROPRIETARY",525195,"2012_2013"
"2359","LINDSEY INSTITUTE OF COSMETOLOGY","KY","PROPRIETARY",531512,"2012_2013"
"2360","TRI-STATE INSTITUTE OF HAIR DESIGN","KY","PROPRIETARY",44133,"2012_2013"
"2361","CENTENARY COLLEGE OF LOUISIANA","LA","PRIVATE",4156915,"2012_2013"
"2362","DILLARD UNIVERSITY","LA","PRIVATE",11810391,"2012_2013"
"2363","NICHOLLS STATE UNIVERSITY","LA","PUBLIC",25601550,"2012_2013"
"2364","GRAMBLING STATE UNIVERSITY","LA","PUBLIC",52351662,"2012_2013"
"2365","LOUISIANA COLLEGE","LA","PRIVATE",6870048,"2012_2013"
"2366","LOUISIANA TECH UNIVERSITY","LA","PUBLIC",27743345,"2012_2013"
"2367","LOUISIANA STATE UNIVERSITY & AGRICULTURAL & MECHANICAL COLLEGE","LA","PUBLIC",112348253,"2012_2013"
"2368","LOUISIANA STATE UNIVERSITY AT ALEXANDRIA","LA","PUBLIC",5834584,"2012_2013"
"2369","LOUISIANA STATE UNIVERSITY AT EUNICE","LA","PUBLIC",7146744,"2012_2013"
"2370","LOUISIANA STATE UNIVERSITY IN SHREVEPORT","LA","PUBLIC",13448460,"2012_2013"
"2371","LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER","LA","PUBLIC",47666099,"2012_2013"
"2372","UNIVERSITY OF NEW ORLEANS (THE)","LA","PUBLIC",32918505,"2012_2013"
"2373","LOYOLA UNIVERSITY NEW ORLEANS","LA","PRIVATE",54420145,"2012_2013"
"2374","MCNEESE STATE UNIVERSITY","LA","PUBLIC",27759380,"2012_2013"
"2375","UNIVERSITY OF LOUISIANA AT MONROE","LA","PUBLIC",34374888,"2012_2013"
"2376","NORTHWESTERN STATE UNIVERSITY","LA","PUBLIC",40058726,"2012_2013"
"2377","NOTRE DAME SEMINARY","LA","PRIVATE",20210,"2012_2013"
"2378","OUR LADY OF HOLY CROSS COLLEGE","LA","PRIVATE",7129411,"2012_2013"
"2379","SOUTHEASTERN LOUISIANA UNIVERSITY","LA","PUBLIC",44820685,"2012_2013"
"2380","SOUTHERN UNIVERSITY AND AGRICULTURAL & MECHANICAL COLG AT BATON R","LA","PUBLIC",71287247,"2012_2013"
"2381","SOUTHERN UNIVERSITY AT NEW ORLEANS","LA","PUBLIC",24910582,"2012_2013"
"2382","SAINT JOSEPH SEMINARY COLLEGE","LA","PRIVATE",9250,"2012_2013"
"2383","TULANE UNIVERSITY","LA","PRIVATE",125971957,"2012_2013"
"2384","UNIVERSITY OF LOUISIANA AT LAFAYETTE","LA","PUBLIC",50522202,"2012_2013"
"2385","XAVIER UNIVERSITY OF LOUISIANA","LA","PRIVATE",37827315,"2012_2013"
"2386","AYERS CAREER COLLEGE","LA","PROPRIETARY",1299039,"2012_2013"
"2387","DELGADO COMMUNITY COLLEGE","LA","PUBLIC",67605735,"2012_2013"
"2388","SOUTHERN UNIVERSITY AT SHREVEPORT - BOSSIER CITY","LA","PUBLIC",12792708,"2012_2013"
"2389","LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER IN SHREVEPORT","LA","PUBLIC",15727367,"2012_2013"
"2390","D-JAY'S SCHOOL OF BEAUTY, ARTS & SCIENCES","LA","PROPRIETARY",314879,"2012_2013"
"2391","PAT GOINS RUSTON BEAUTY SCHOOL","LA","PROPRIETARY",110065,"2012_2013"
"2392","PAT GOINS BENTON ROAD BEAUTY SCHOOL","LA","PROPRIETARY",165692,"2012_2013"
"2393","BOSSIER PARISH COMMUNITY COLLEGE","LA","PUBLIC",31130035,"2012_2013"
"2394","DELTA SCHOOL OF BUSINESS AND TECHNOLOGY","LA","PROPRIETARY",1772122,"2012_2013"
"2395","AVEDA INSTITUTE LAFAYETTE","LA","PROPRIETARY",707885,"2012_2013"
"2396","ELAINE P. NUNEZ COMMUNITY COLLEGE","LA","PUBLIC",1963612,"2012_2013"
"2397","ITI TECHNICAL COLLEGE","LA","PROPRIETARY",4547497,"2012_2013"
