"","School","State","School.Type","Total.Disbursements","Year"
"9665","Wichita State University","KS","Public",1748823,"2012-13"
"9666","Alice Lloyd College","KY","Private/Non-Profit",864162,"2012-13"
"9667","Asbury College","KY","Private/Non-Profit",823099,"2012-13"
"9668","Asbury Theological Seminary","KY","Private/Non-Profit",708015,"2012-13"
"9669","Barrett & Company School of Hair Design","KY","Proprietary",6640,"2012-13"
"9670","Bellarmine University","KY","Private/Non-Profit",661675,"2012-13"
"9671","Berea College","KY","Private/Non-Profit",12677569,"2012-13"
"9672","Bluegrass Community & Technical College","KY","Public",7607905,"2012-13"
"9673","Brescia University","KY","Private/Non-Profit",183060,"2012-13"
"9674","Brighton Center's Center for Employment Training","KY","Private/Non-Profit",23626,"2012-13"
"9675","Campbellsville University","KY","Private/Non-Profit",523422,"2012-13"
"9676","Centre College of Kentucky","KY","Private/Non-Profit",670842,"2012-13"
"9677","Clear Creek Baptist Bible College","KY","Private/Non-Profit",60587,"2012-13"
"9678","Daymar College","KY","Proprietary",64459,"2012-13"
"9679","Daymar College","KY","Proprietary",382236,"2012-13"
"9680","Eastern Kentucky University","KY","Public",2524444,"2012-13"
"9681","Ezell's Cosmetology School, LLC","KY","Proprietary",6666,"2012-13"
"9682","Galen Health Institutes","KY","Proprietary",175036,"2012-13"
"9683","Georgetown College","KY","Private/Non-Profit",691319,"2012-13"
"9684","Kentucky Christian University","KY","Private/Non-Profit",467569,"2012-13"
"9685","Kentucky Mountain Bible College","KY","Private/Non-Profit",32530,"2012-13"
"9686","Kentucky State University","KY","Public",543152,"2012-13"
"9687","Kentucky Wesleyan College","KY","Private/Non-Profit",332545,"2012-13"
"9688","Lindsey Wilson College","KY","Private/Non-Profit",424761,"2012-13"
"9689","Louisville Presbyterian Theological Seminary","KY","Private/Non-Profit",113136,"2012-13"
"9690","Mid-Continent University","KY","Private/Non-Profit",205310,"2012-13"
"9691","Midway College","KY","Private/Non-Profit",282646,"2012-13"
"9692","Morehead State University","KY","Public",1939190,"2012-13"
"9693","Murray State University","KY","Public",1534012,"2012-13"
"9694","Northern Kentucky University","KY","Public",1235677,"2012-13"
"9695","PJ's College of Cosmetology","KY","Proprietary",41200,"2012-13"
"9696","PJ's College of Cosmetology","KY","Proprietary",7037,"2012-13"
"9697","Simmons College of Kentucky","KY","Private/Non-Profit",3017,"2012-13"
"9698","Spalding University","KY","Private/Non-Profit",441275,"2012-13"
"9699","Spencerian College","KY","Proprietary",225602,"2012-13"
"9700","St. Catharine College","KY","Private/Non-Profit",81710,"2012-13"
"9701","Sullivan College of Technology and Design","KY","Proprietary",114934,"2012-13"
"9702","Sullivan University","KY","Proprietary",679773,"2012-13"
"9703","Thomas More College","KY","Private/Non-Profit",491720,"2012-13"
"9704","Transylvania University","KY","Private/Non-Profit",907926,"2012-13"
"9705","Union College","KY","Private/Non-Profit",348697,"2012-13"
"9706","University of Kentucky","KY","Public",4853950,"2012-13"
"9707","University of Louisville","KY","Public",3626749,"2012-13"
"9708","University of Pikeville","KY","Private/Non-Profit",455983,"2012-13"
"9709","University of the Cumberlands","KY","Private/Non-Profit",1686546,"2012-13"
"9710","Western Kentucky University","KY","Public",2771703,"2012-13"
"9711","Aveda Institute Baton Rouge","LA","Proprietary",21065,"2012-13"
"9712","Aveda Institute Covington","LA","Proprietary",99510,"2012-13"
"9713","Aveda Institute Lafayette","LA","Proprietary",16739,"2012-13"
"9714","Ayers Career College","LA","Proprietary",24049,"2012-13"
"9715","Baton Rouge Community College","LA","Public",486395,"2012-13"
"9716","Baton Rouge School of Computers","LA","Proprietary",0,"2012-13"
"9717","Bossier Parish Community College","LA","Public",239554,"2012-13"
"9718","Camelot College","LA","Proprietary",45454,"2012-13"
"9719","Cameron College","LA","Proprietary",159149,"2012-13"
"9720","Career Technical College","LA","Proprietary",127693,"2012-13"
"9721","Celebrity Stylist Beauty School","LA","Proprietary",0,"2012-13"
"9722","Centenary College of Louisiana","LA","Private/Non-Profit",384252,"2012-13"
"9723","Central Louisiana Technical Community College","LA","Public",0,"2012-13"
"9724","Delgado Community College","LA","Public",660638,"2012-13"
"9725","Delta College","LA","Proprietary",23880,"2012-13"
"9726","Delta College of Arts & Technology","LA","Proprietary",93404,"2012-13"
"9727","Delta School of Business and Technology","LA","Proprietary",123013,"2012-13"
"9728","Diesel Driving Academy","LA","Proprietary",27867,"2012-13"
"9729","Diesel Driving Academy","LA","Proprietary",43166,"2012-13"
"9730","Dillard University","LA","Private/Non-Profit",891521,"2012-13"
"9731","D-Jay's School of Beauty, Arts & Sciences","LA","Proprietary",79452,"2012-13"
"9732","Elaine P. Nunez Community College","LA","Public",184279,"2012-13"
"9733","Fortis College","LA","Proprietary",345781,"2012-13"
"9734","Grambling State University","LA","Public",1268208,"2012-13"
"9735","ITI Technical College","LA","Proprietary",79873,"2012-13"
"9736","John Jay Beauty College","LA","Proprietary",0,"2012-13"
"9737","John Jay Kenner Academy","LA","Proprietary",7284,"2012-13"
"9738","L. E. Fletcher Technical Community College","LA","Public",182522,"2012-13"
"9739","Louisiana College","LA","Private/Non-Profit",182276,"2012-13"
"9740","Louisiana Delta Community College","LA","Public",117660,"2012-13"
"9741","Louisiana State University & Agricultural & Mechanical College","LA","Public",3427645,"2012-13"
"9742","Louisiana State University at Alexandria","LA","Public",119833,"2012-13"
"9743","Louisiana State University at Eunice","LA","Public",129158,"2012-13"
"9744","Louisiana State University Health Sciences Center","LA","Public",901129,"2012-13"
"9745","Louisiana State University Health Sciences Center in Shreveport","LA","Public",194834,"2012-13"
"9746","Louisiana State University in Shreveport","LA","Public",154220,"2012-13"
"9747","Louisiana Tech University","LA","Public",1767089,"2012-13"
"9748","Loyola University New Orleans","LA","Private/Non-Profit",2062091,"2012-13"
"9749","McNeese State University","LA","Public",633489,"2012-13"
"9750","Medical Training College","LA","Proprietary",19824,"2012-13"
"9751","Nicholls State University","LA","Public",242851,"2012-13"
"9752","Northwestern State University","LA","Public",764357,"2012-13"
"9753","Our Lady of Holy Cross College","LA","Private/Non-Profit",101840,"2012-13"
"9754","Our Lady of The Lake College","LA","Private/Non-Profit",170426,"2012-13"
"9755","Pineville Beauty School","LA","Proprietary",8298,"2012-13"
"9756","Saint Joseph Seminary College","LA","Private/Non-Profit",0,"2012-13"
"9757","South Louisiana Beauty College","LA","Proprietary",7586,"2012-13"
"9758","South Louisiana Community College","LA","Public",0,"2012-13"
"9759","Southeastern Louisiana University","LA","Public",752566,"2012-13"
"9760","Southern University and Agricultural & Mechanical Colg at Baton Rouge","LA","Public",1690179,"2012-13"
"9761","Southern University at New Orleans","LA","Public",305759,"2012-13"
"9762","Southern University at Shreveport - Bossier City","LA","Public",292408,"2012-13"
"9763","SOWELA Technical Community College","LA","Public",167761,"2012-13"
"9764","Stevenson's Academy of Hair Design","LA","Proprietary",12712,"2012-13"
"9765","Tulane University","LA","Private/Non-Profit",8408580,"2012-13"
"9766","University of Louisiana at Lafayette","LA","Public",2252645,"2012-13"
"9767","University of Louisiana at Monroe","LA","Public",1407049,"2012-13"
"9768","University of New Orleans (The)","LA","Public",1187441,"2012-13"
"9769","Xavier University of Louisiana","LA","Private/Non-Profit",1798989,"2012-13"
"9770","American International College","MA","Private/Non-Profit",643854,"2012-13"
"9771","Amherst College","MA","Private/Non-Profit",867682,"2012-13"
"9772","Anna Maria College","MA","Private/Non-Profit",272275,"2012-13"
"9773","Assumption College","MA","Private/Non-Profit",1089442,"2012-13"
"9774","Babson College","MA","Private/Non-Profit",1239665,"2012-13"
"9775","Bard College at Simon's Rock","MA","Private/Non-Profit",275090,"2012-13"
"9776","Bay Path College","MA","Private/Non-Profit",822722,"2012-13"
"9777","Bay State College","MA","Proprietary",284236,"2012-13"
"9778","Bay State School of Technology","MA","Proprietary",12300,"2012-13"
"9779","Becker College","MA","Private/Non-Profit",319387,"2012-13"
"9780","Benjamin Franklin Institute of Technology","MA","Public",62510,"2012-13"
"9781","Bentley University","MA","Private/Non-Profit",2969979,"2012-13"
"9782","Berklee College of Music","MA","Private/Non-Profit",1558161,"2012-13"
"9783","Berkshire Community College","MA","Public",234163,"2012-13"
"9784","Boston Architectural College","MA","Private/Non-Profit",194773,"2012-13"
"9785","Boston Baptist College","MA","Private/Non-Profit",14120,"2012-13"
"9786","Boston College","MA","Private/Non-Profit",10892199,"2012-13"
"9787","Boston Conservatory","MA","Private/Non-Profit",231566,"2012-13"
"9788","Boston University","MA","Private/Non-Profit",14752354,"2012-13"
"9789","Brandeis University","MA","Private/Non-Profit",3652902,"2012-13"
"9790","Bridgewater State University","MA","Public",1231307,"2012-13"
"9791","Bristol Community College","MA","Public",421059,"2012-13"
"9792","Bunker Hill Community College","MA","Public",781048,"2012-13"
"9793","Cambridge College","MA","Private/Non-Profit",251261,"2012-13"
"9794","Cape Cod Community College","MA","Public",146050,"2012-13"
"9795","Catherine Hinds Institute of Esthetics","MA","Proprietary",28317,"2012-13"
"9796","Clark University","MA","Private/Non-Profit",2054895,"2012-13"
"9797","College of Our Lady of the Elms","MA","Private/Non-Profit",284051,"2012-13"
"9798","College of the Holy Cross","MA","Private/Non-Profit",2699337,"2012-13"
"9799","Cortiva Institute -  Boston","MA","Proprietary",12359,"2012-13"
"9800","Curry College","MA","Private/Non-Profit",537244,"2012-13"
"9801","Dean College","MA","Private/Non-Profit",504356,"2012-13"
"9802","Eastern Nazarene College","MA","Private/Non-Profit",339609,"2012-13"
"9803","Emerson College","MA","Private/Non-Profit",1290623,"2012-13"
"9804","Emmanuel College","MA","Private/Non-Profit",1040353,"2012-13"
"9805","Endicott College","MA","Private/Non-Profit",673003,"2012-13"
"9806","Episcopal Divinity School","MA","Private/Non-Profit",17250,"2012-13"
"9807","Everest Institute","MA","Proprietary",69068,"2012-13"
"9808","FINE Mortuary College","MA","Proprietary",15466,"2012-13"
"9809","Fisher College","MA","Private/Non-Profit",246818,"2012-13"
"9810","Fitchburg State University","MA","Public",784963,"2012-13"
"9811","Framingham State University","MA","Public",689993,"2012-13"
"9812","Franklin W. Olin College of Engineering","MA","Private/Non-Profit",24824,"2012-13"
"9813","Gordon College","MA","Private/Non-Profit",978097,"2012-13"
"9814","Gordon Conwell Theological Seminary","MA","Private/Non-Profit",256227,"2012-13"
"9815","Greenfield Community College","MA","Public",204017,"2012-13"
"9816","Hallmark Institute of Photography","MA","Proprietary",32400,"2012-13"
"9817","Hampshire College","MA","Private/Non-Profit",1203445,"2012-13"
"9818","Harvard University","MA","Private/Non-Profit",15076042,"2012-13"
"9819","Hellenic College & Holy Cross Greek Orthodox School of Theology","MA","Private/Non-Profit",0,"2012-13"
"9820","Henri's School of Hair Design","MA","Proprietary",1733,"2012-13"
"9821","Holyoke Community College","MA","Public",469469,"2012-13"
"9822","Kaplan Career Institute","MA","Proprietary",21389,"2012-13"
"9823","Kay Harvey Hairdressing Academy","MA","Proprietary",5833,"2012-13"
"9824","Labaron Hairdressing Academy","MA","Proprietary",8435,"2012-13"
"9825","LaBaron Hairdressing Academy","MA","Proprietary",8153,"2012-13"
"9826","Laboure College","MA","Private/Non-Profit",115376,"2012-13"
"9827","Lasell College","MA","Private/Non-Profit",445879,"2012-13"
"9828","Lawrence Memorial Hospital School of Nursing","MA","Private/Non-Profit",86151,"2012-13"
"9829","Lesley University","MA","Private/Non-Profit",855399,"2012-13"
"9830","Lowell Academy Hair Styling Institute","MA","Proprietary",3420,"2012-13"
"9831","Mansfield Beauty Schools","MA","Proprietary",18609,"2012-13"
"9832","Mansfield Beauty Schools","MA","Proprietary",16278,"2012-13"
"9833","Marian Court College","MA","Private/Non-Profit",41524,"2012-13"
"9834","Mass. College of Pharmacy & Health Sciences","MA","Private/Non-Profit",1116570,"2012-13"
"9835","Massachusetts Bay Community College","MA","Public",160263,"2012-13"
"9836","Massachusetts College of Art and Design","MA","Public",324592,"2012-13"
"9837","Massachusetts College of Liberal Arts","MA","Public",500669,"2012-13"
"9838","Massachusetts Institute of Technology","MA","Private/Non-Profit",11767568,"2012-13"
"9839","Massachusetts Maritime Academy","MA","Public",208554,"2012-13"
"9840","Massachusetts School of Professional Psychology","MA","Private/Non-Profit",194727,"2012-13"
"9841","Massasoit Community College","MA","Public",232632,"2012-13"
"9842","Merrimack College","MA","Private/Non-Profit",685042,"2012-13"
"9843","Middlesex Community College","MA","Public",380663,"2012-13"
"9844","Millennium Training Institute","MA","Proprietary",12920,"2012-13"
"9845","Montserrat College of Art","MA","Private/Non-Profit",84772,"2012-13"
"9846","MotoRing Technical Training Institute","MA","Proprietary",21720,"2012-13"
"9847","Mount Holyoke College","MA","Private/Non-Profit",1811197,"2012-13"
"9848","Mount Ida College","MA","Private/Non-Profit",403224,"2012-13"
"9849","Mount Wachusett Community College","MA","Public",229462,"2012-13"
"9850","New England College of Optometry (The)","MA","Private/Non-Profit",990003,"2012-13"
"9851","New England Conservatory of Music","MA","Private/Non-Profit",1119813,"2012-13"
"9852","New England Hair Academy","MA","Proprietary",10845,"2012-13"
"9853","New England Institute of Art (The)","MA","Proprietary",295943,"2012-13"
"9854","New England School of Acupuncture","MA","Private/Non-Profit",49837,"2012-13"
"9855","New England School of Law","MA","Private/Non-Profit",516048,"2012-13"
"9856","New England School of Photography","MA","Proprietary",21261,"2012-13"
"9857","Newbury College","MA","Private/Non-Profit",366455,"2012-13"
"9858","Nichols College","MA","Private/Non-Profit",320599,"2012-13"
"9859","North Shore Community College","MA","Public",296809,"2012-13"
"9860","Northeastern University","MA","Private/Non-Profit",13524612,"2012-13"
