"","State","School.Type","Year","Sum.Type.loan","Sum.Type.grant","Total.Disbursement"
"467","MS","Public","1112",622536923,381041704.23,1003578627.23
"468","MS","Public","1213",585537499,339194810.89,924732309.89
"469","MT","Private","1011",22740440,7070741.75,29811181.75
"470","MT","Private","1112",24152177,6355336.16,30507513.16
"471","MT","Private","1213",24605854,6093024.24,30698878.24
"472","MT","Private","1314",24078398,6035833.58,30114231.58
"473","MT","Private","1415",23571713,5799086.54,29370799.54
"474","MT","Private","1516",21104679,5242195.98,26346874.98
"475","MT","Proprietary","1314",2905018,2055233,4960251
"476","MT","Proprietary","1415",3023836,1962113,4985949
"477","MT","Proprietary","1516",1642831,1317323,2960154
"478","MT","Proprietary","1011",2615798,1978432.7,4594230.7
"479","MT","Proprietary","1112",2937547,1885114.92,4822661.92
"480","MT","Proprietary","1213",2839188,2001645,4840833
"481","MT","Public","1314",209806950,69153009.6,278959959.6
"482","MT","Public","1415",193959540,63741409.76,257700949.76
"483","MT","Public","1516",176438976,56924142.81,233363118.81
"484","MT","Public","1011",224581080,83225508.37,307806588.37
"485","MT","Public","1112",228617881,78691113.25,307308994.25
"486","MT","Public","1213",220402197,73444166.26,293846363.26
"487","NC","Private","1011",711669976,128998085.43,840668061.43
"488","NC","Private","1112",746555463,121770231.02,868325694.02
"489","NC","Private","1213",693387745,116477343.14,809865088.14
"490","NC","Private","1314",746414672,117017835.84,863432507.84
"491","NC","Private","1415",777503173,117934435.71,895437608.71
"492","NC","Private","1516",699463250,111417793.42,810881043.42
"493","NC","Proprietary","1314",116789473,20131062.2,136920535.2
"494","NC","Proprietary","1415",111567933,20724670.83,132292603.83
"495","NC","Proprietary","1516",65758964,16112845.95,81871809.95
"496","NC","Proprietary","1011",116377695,21677422.05,138055117.05
"497","NC","Proprietary","1112",126035706,17230669.65,143266375.65
"498","NC","Proprietary","1213",116386603,18243278.84,134629881.84
"499","NC","Public","1314",1450135075,778531327.9,2228666402.9
"500","NC","Public","1415",1432289059,752448228.29,2184737287.29
"501","NC","Public","1516",1301822645,660340999.47,1962163644.47
"502","NC","Public","1011",1198509378,862084342.91,2060593720.91
"503","NC","Public","1112",1383974958,807215277.04,2191190235.04
"504","NC","Public","1213",1463246769,791707478.5,2254954247.5
"505","ND","Private","1011",30118339,10408490.22,40526829.22
"506","ND","Private","1112",29758066,8743909.74,38501975.74
"507","ND","Private","1213",27699194,7334638.5,35033832.5
"508","ND","Private","1314",26921010,7180320.16,34101330.16
"509","ND","Private","1415",26006882,6607412.19,32614294.19
"510","ND","Private","1516",23862301,6023520.43,29885821.43
"511","ND","Proprietary","1314",2868622,1280411.78,4149033.78
"512","ND","Proprietary","1415",2720111,1223391.27,3943502.27
"513","ND","Proprietary","1516",1470098,814562.97,2284660.97
"514","ND","Proprietary","1011",3586698,1885728.43,5472426.43
"515","ND","Proprietary","1112",3146879,1315157.24,4462036.24
"516","ND","Proprietary","1213",2880106,1188482.84,4068588.84
"517","ND","Public","1314",174380119,37450978.7,211831097.7
"518","ND","Public","1415",167065453,35869270.63,202934723.63
"519","ND","Public","1516",157048646,33155960.27,190204606.27
"520","ND","Public","1011",185936461,48639837.14,234576298.14
"521","ND","Public","1112",189190927,42723459.87,231914386.87
"522","ND","Public","1213",178533941,39672956.59,218206897.59
"523","NE","Private","1011",299183001,31813758.54,330996759.54
"524","NE","Private","1112",311304042,29809151.08,341113193.08
"525","NE","Private","1213",307023716,29331725.59,336355441.59
"526","NE","Private","1314",306519355,29136036.64,335655391.64
"527","NE","Private","1415",335256716,28825114.29,364081830.29
"528","NE","Private","1516",215435682,26309247.16,241744929.16
"529","NE","Proprietary","1314",12022683,6957059.08,18979742.08
"530","NE","Proprietary","1415",9469954,4065252.51,13535206.51
"531","NE","Proprietary","1516",5286495,2828298.76,8114793.76
"532","NE","Proprietary","1011",20082155,8749655.57,28831810.57
"533","NE","Proprietary","1112",19877445,7178050.58,27055495.58
"534","NE","Proprietary","1213",21159650,8106863.61,29266513.61
"535","NE","Public","1314",326288087,107735870.95,434023957.95
"536","NE","Public","1415",316675218,107326313.71,424001531.71
"537","NE","Public","1516",287753795,88941606.72,376695401.72
"538","NE","Public","1011",337500479,126993163.18,464493642.18
"539","NE","Public","1112",345275590,119727808.48,465003398.48
"540","NE","Public","1213",334786917,112297023.52,447083940.52
"541","NH","Private","1011",214310236,19911788,234222024
"542","NH","Private","1112",280662774,21756963.85,302419737.85
"543","NH","Private","1213",343624192,30498472.19,374122664.19
"544","NH","Private","1314",475001718,45624814.3,520626532.3
"545","NH","Private","1415",318412385,70072421.09,388484806.09
"546","NH","Private","1516",481923844,62759237.26,544683081.26
"547","NH","Proprietary","1314",22116097,8599179.69,30715276.69
"548","NH","Proprietary","1415",18168943,6359004.54,24527947.54
"549","NH","Proprietary","1516",7609841,3017333.57,10627174.57
"550","NH","Proprietary","1011",33502971,15139450.21,48642421.21
"551","NH","Proprietary","1112",28783472,11580071.88,40363543.88
"552","NH","Proprietary","1213",26890469,10398891.69,37289360.69
"553","NH","Public","1314",250866517,46113736.65,296980253.65
"554","NH","Public","1415",240514620,45592192.99,286106812.99
"555","NH","Public","1516",214771096,42751792.46,257522888.46
"556","NH","Public","1011",238405421,45693491.22,284098912.22
"557","NH","Public","1112",253870770,43275408.53,297146178.53
"558","NH","Public","1213",248187090,44901579.05,293088669.05
"559","NJ","Private","1011",391476912,82599301.6,474076213.6
"560","NJ","Private","1112",410162107,74737692.01,484899799.01
"561","NJ","Private","1213",394773639,75765073.63,470538712.63
"562","NJ","Private","1314",392396091,77383032.6,469779123.6
"563","NJ","Private","1415",393152545,79400421.87,472552966.87
"564","NJ","Private","1516",377594604,71815682.34,449410286.34
"565","NJ","Proprietary","1314",193531353,96465229.19,289996582.19
"566","NJ","Proprietary","1415",175513036,89373893.27,264886929.27
"567","NJ","Proprietary","1516",97124333,61305288.63,158429621.63
"568","NJ","Proprietary","1011",238616393,121143004.51,359759397.51
"569","NJ","Proprietary","1112",230264488,111213712.83,341478200.83
"570","NJ","Proprietary","1213",208188730,99022198.06,307210928.06
"571","NJ","Public","1314",1117725136,486595912.91,1604321048.91
"572","NJ","Public","1415",1121826285,491962230.06,1613788515.06
"573","NJ","Public","1516",1059367205,457946716.07,1517313921.07
"574","NJ","Public","1011",1009160722,477582026.48,1486742748.48
"575","NJ","Public","1112",1116858570,482469337.17,1599327907.17
"576","NJ","Public","1213",1081791556,475748665.53,1557540221.53
"577","NM","Private","1011",10546981,1773098.12,12320079.12
"578","NM","Private","1112",12936823,1594600,14531423
"579","NM","Private","1213",14496880,1545913,16042793
"580","NM","Private","1314",17108640,1477446.87,18586086.87
"581","NM","Private","1415",16367097,1448751,17815848
"582","NM","Private","1516",9957236,1391846,11349082
"583","NM","Proprietary","1314",22199362,7796351.74,29995713.74
"584","NM","Proprietary","1415",21506526,8313661.08,29820187.08
"585","NM","Proprietary","1516",15338820,6662383.18,22001203.18
"586","NM","Proprietary","1011",19952885,7945676.83,27898561.83
"587","NM","Proprietary","1112",23541487,7986240.86,31527727.86
"588","NM","Proprietary","1213",23155590,7820197.17,30975787.17
"589","NM","Public","1314",285183921,203709794.01,488893715.01
"590","NM","Public","1415",255592483,186937135.69,442529618.69
"591","NM","Public","1516",221642298,161574861.55,383217159.55
"592","NM","Public","1011",336201945,233892908.92,570094853.92
"593","NM","Public","1112",349855366,223991915.65,573847281.65
"594","NM","Public","1213",330346168,213776192.87,544122360.87
"595","NV","Private","1011",50434888,2342680.25,52777568.25
"596","NV","Private","1112",52394347,2152990.88,54547337.88
"597","NV","Private","1213",67186746,2182351.3,69369097.3
"598","NV","Private","1314",91297089,5130549.64,96427638.64
"599","NV","Private","1415",96059929,4617687.08,100677616.08
"600","NV","Private","1516",73344617,3064806.45,76409423.45
"601","NV","Proprietary","1314",27667691,14360973.1,42028664.1
"602","NV","Proprietary","1415",25807299,14625113,40432412
"603","NV","Proprietary","1516",11327832,9403809.63,20731641.63
"604","NV","Proprietary","1011",59758697,20014145.04,79772842.04
"605","NV","Proprietary","1112",34181707,16116742.33,50298449.33
"606","NV","Proprietary","1213",33793239,15929618.95,49722857.95
"607","NV","Public","1314",276198989,121083985.47,397282974.47
"608","NV","Public","1415",286576096,129007255.27,415583351.27
"609","NV","Public","1516",244617251,118369968.76,362987219.76
"610","NV","Public","1011",244725964,117424316.63,362150280.63
"611","NV","Public","1112",251696805,118310383.77,370007188.77
"612","NV","Public","1213",248781798,115986253.78,364768051.78
"613","NY","Private","1011",4486332484,538467700.33,5024800184.33
"614","NY","Private","1112",4569981723,487234938.02,5057216661.02
"615","NY","Private","1213",4369501891,480817974.54,4850319865.54
"616","NY","Private","1314",4386064983,475657289.41,4861722272.41
"617","NY","Private","1415",4289673342,478728124.17,4768401466.17
"618","NY","Private","1516",3699406452,439817349.18,4139223801.18
"619","NY","Proprietary","1314",574409309,292251081.7,866660390.7
"620","NY","Proprietary","1415",534018267,274160840.77,808179107.77
"621","NY","Proprietary","1516",320138959,203379940.62,523518899.62
"622","NY","Proprietary","1011",667309975,359357334.93,1026667309.93
"623","NY","Proprietary","1112",635019959,315361737.49,950381696.49
"624","NY","Proprietary","1213",589476593,304623999.25,894100592.25
"625","NY","Public","1314",1855576301,1226639546.46,3082215847.46
"626","NY","Public","1415",1822054213,1256198849.67,3078253062.67
"627","NY","Public","1516",1646955531,1185290473.13,2832246004.13
"628","NY","Public","1011",1826826346,1243923740.13,3070750086.13
"629","NY","Public","1112",1861297611,1212379751.03,3073677362.03
"630","NY","Public","1213",1855994461,1208585601.14,3064580062.14
"631","OH","Private","1011",1244647603,211776630.87,1456424233.87
"632","OH","Private","1112",1255792516,170696861.34,1426489377.34
"633","OH","Private","1213",1169416405,170424632.52,1339841037.52
"634","OH","Private","1314",1096831594,160007267.35,1256838861.35
"635","OH","Private","1415",1082893261,150822858.45,1233716119.45
"636","OH","Private","1516",863561909,134412158.48,997974067.48
"637","OH","Proprietary","1314",194023197,88273456.85,282296653.85
"638","OH","Proprietary","1415",166864934,79296380.51,246161314.51
"639","OH","Proprietary","1516",96796075,58856896.92,155652971.92
"640","OH","Proprietary","1011",356246497,141509688.95,497756185.95
"641","OH","Proprietary","1112",255807023,104378783.64,360185806.64
"642","OH","Proprietary","1213",205089236,91700924.63,296790160.63
"643","OH","Public","1314",2498601986,721341461.54,3219943447.54
"644","OH","Public","1415",2283874460,658346645.88,2942221105.88
"645","OH","Public","1516",1842474264,570959767.02,2413434031.02
"646","OH","Public","1011",2767213267,939661541.25,3706874808.25
"647","OH","Public","1112",2565468898,847759348.84,3413228246.84
"648","OH","Public","1213",2606966903,776338442.09,3383305345.09
"649","OK","Private","1011",179343603,31201738.14,210545341.14
"650","OK","Private","1112",179317077,29799935.03,209117012.03
"651","OK","Private","1213",171394831,30599711.26,201994542.26
"652","OK","Private","1314",179636143,32602477.09,212238620.09
"653","OK","Private","1415",174597770,32199689.81,206797459.81
"654","OK","Private","1516",138639438,29146620.81,167786058.81
"655","OK","Proprietary","1314",72800745,35379026.28,108179771.28
"656","OK","Proprietary","1415",77942574,37647146.04,115589720.04
"657","OK","Proprietary","1516",52347881,31755321.85,84103202.85
"658","OK","Proprietary","1011",81608159,42955031.28,124563190.28
"659","OK","Proprietary","1112",72890748,35277487.67,108168235.67
"660","OK","Proprietary","1213",59893073,35503370.08,95396443.08
"661","OK","Public","1314",634219535,266805411.92,901024946.92
"662","OK","Public","1415",620705575,255394944.27,876100519.27
"663","OK","Public","1516",542377775,230682361.85,773060136.85
"664","OK","Public","1011",664900756,323342618.87,988243374.87
"665","OK","Public","1112",680886490,301863076.65,982749566.65
"666","OK","Public","1213",658780724,284650939.91,943431663.91
"667","OR","Private","1011",374793919,34567838.86,409361757.86
"668","OR","Private","1112",389872987,32361954.21,422234941.21
"669","OR","Private","1213",407403884,32843341.97,440247225.97
"670","OR","Private","1314",475218164,39731955.54,514950119.54
"671","OR","Private","1415",472783923,35938892.76,508722815.76
"672","OR","Private","1516",343701517,30227705.34,373929222.34
"673","OR","Proprietary","1314",82826570,32970174.16,115796744.16
"674","OR","Proprietary","1415",77253004,31741606.22,108994610.22
"675","OR","Proprietary","1516",41359093,23161264.23,64520357.23
"676","OR","Proprietary","1011",148684773,59879781.71,208564554.71
"677","OR","Proprietary","1112",117181389,46075075.59,163256464.59
"678","OR","Proprietary","1213",103766776,42871602.08,146638378.08
"679","OR","Public","1314",903315235,330308112.13,1233623347.13
"680","OR","Public","1415",835700784,301728858.78,1137429642.78
"681","OR","Public","1516",572132595,232466794.99,804599389.99
"682","OR","Public","1011",981610741,361591961.94,1343202702.94
"683","OR","Public","1112",1054335411,357718453.11,1412053864.11
"684","OR","Public","1213",965936386,353078269.06,1319014655.06
"685","PA","Private","1011",2889876982,299554865.47,3189431847.47
"686","PA","Private","1112",2993632731,273022559.99,3266655290.99
"687","PA","Private","1213",2851530986,275297048.01,3126828034.01
"688","PA","Private","1314",2960364163,282717606,3243081769
"689","PA","Private","1415",2950700866,285639908.82,3236340774.82
"690","PA","Private","1516",2409939421,265373231.48,2675312652.48
"691","PA","Proprietary","1314",465863239,194002642.7,659865881.7
"692","PA","Proprietary","1415",398979035,172450185.07,571429220.07
"693","PA","Proprietary","1516",212383218,121887124.43,334270342.43
"694","PA","Proprietary","1011",698435076,289449881.59,987884957.59
"695","PA","Proprietary","1112",610709721,228041565.47,838751286.47
"696","PA","Proprietary","1213",535848478,211568092.95,747416570.95
"697","PA","Public","1314",1936382197,495617376.64,2431999573.64
"698","PA","Public","1415",1916767673,495378058.89,2412145731.89
"699","PA","Public","1516",1769826606,445133640.11,2214960246.11
"700","PA","Public","1011",1956663561,544355559.68,2501019120.68
"701","PA","Public","1112",2004504786,507199524.23,2511704310.23
"702","PA","Public","1213",1936655839,497442443,2434098282
"703","RI","Private","1011",344390979,53027851.72,397418830.72
"704","RI","Private","1112",352658827,48180130.95,400838957.95
"705","RI","Private","1213",319845234,46310138.14,366155372.14
"706","RI","Private","1314",315123342,48069137.68,363192479.68
"707","RI","Private","1415",322612178,49598191.72,372210369.72
"708","RI","Private","1516",296748987,46985119.49,343734106.49
"709","RI","Proprietary","1314",7889479,3248807.41,11138286.41
"710","RI","Proprietary","1415",8258158,4027049.05,12285207.05
"711","RI","Proprietary","1516",5750459,3207656.76,8958115.76
"712","RI","Proprietary","1011",33276551,24675793.51,57952344.51
"713","RI","Proprietary","1112",28002130,5752789.62,33754919.62
"714","RI","Proprietary","1213",25858915,4111838.44,29970753.44
"715","RI","Public","1314",148859697,56996294,205855991
"716","RI","Public","1415",152534351,57202653.96,209737004.96
"717","RI","Public","1516",144536097,52719318.44,197255415.44
"718","RI","Public","1011",149891175,53083919.05,202975094.05
"719","RI","Public","1112",151389062,53800653.04,205189715.04
"720","RI","Public","1213",152531216,54579354.61,207110570.61
"721","SC","Private","1011",239512367,78142467.05,317654834.05
"722","SC","Private","1112",252385923,71952764.5,324338687.5
"723","SC","Private","1213",247838543,67766265.12,315604808.12
"724","SC","Private","1314",250538042,66018748.45,316556790.45
"725","SC","Private","1415",253685124,66991686.26,320676810.26
"726","SC","Private","1516",226810371,63337521.01,290147892.01
"727","SC","Proprietary","1314",42164601,13368471.92,55533072.92
"728","SC","Proprietary","1415",39270439,13161719.49,52432158.49
"729","SC","Proprietary","1516",27665844,10678949.97,38344793.97
"730","SC","Proprietary","1011",58946682,19073771.34,78020453.34
"731","SC","Proprietary","1112",56119077,15687887.09,71806964.09
"732","SC","Proprietary","1213",48754424,14445210.72,63199634.72
"733","SC","Public","1314",963562287,346261706.4,1309823993.4
"734","SC","Public","1415",931999328,329315192.64,1261314520.64
"735","SC","Public","1516",855553383,279629096.3,1135182479.3
"736","SC","Public","1011",897617201,384350490.22,1281967691.22
"737","SC","Public","1112",968124702,367925607.68,1336050309.68
"738","SC","Public","1213",954908814,356478553.3,1311387367.3
"739","SD","Private","1011",40987486,9968821.76,50956307.76
"740","SD","Private","1112",41267845,8717827.82,49985672.82
"741","SD","Private","1213",41188503,7946669.77,49135172.77
"742","SD","Private","1314",44428020,7567593.76,51995613.76
"743","SD","Private","1415",32821061,6849808.45,39670869.45
"744","SD","Private","1516",32132986,6188310.69,38321296.69
"745","SD","Proprietary","1314",102558008,37595835.58,140153843.58
"746","SD","Proprietary","1415",82818177,32798325.7,115616502.7
"747","SD","Proprietary","1516",32769408,22511563.66,55280971.66
"748","SD","Proprietary","1011",115666116,32645958.11,148312074.11
"749","SD","Proprietary","1112",99908976,34000525.73,133909501.73
"750","SD","Proprietary","1213",108612900,35533558.87,144146458.87
"751","SD","Public","1314",209959865,52128109.85,262087974.85
"752","SD","Public","1415",201234412,49584565.42,250818977.42
"753","SD","Public","1516",180269712,44445682.42,224715394.42
"754","SD","Public","1011",204782006,63014032.12,267796038.12
"755","SD","Public","1112",211836850,56892656.18,268729506.18
"756","SD","Public","1213",206173906,53240854.74,259414760.74
"757","TN","Private","1011",644254101,108988590.45,753242691.45
"758","TN","Private","1112",683318817,103795369.09,787114186.09
"759","TN","Private","1213",715802538,105535178.33,821337716.33
"760","TN","Private","1314",739279730,106012615.55,845292345.55
"761","TN","Private","1415",746175002,105349179.2,851524181.2
"762","TN","Private","1516",598981626,95663367.57,694644993.57
"763","TN","Proprietary","1314",182412258,79401689.7,261813947.7
"764","TN","Proprietary","1415",165883251,72084052.6,237967303.6
"765","TN","Proprietary","1516",86167378,52287139.98,138454517.98
"766","TN","Proprietary","1011",212205504,94246872.02,306452376.02
"767","TN","Proprietary","1112",174801089,80008104.43,254809193.43
"768","TN","Proprietary","1213",192474202,79066808.67,271541010.67
"769","TN","Public","1314",896867021,402108751.84,1298975772.84
"770","TN","Public","1415",858480041,389794459.96,1248274500.96
"771","TN","Public","1516",785883872,357071734.35,1142955606.35
"772","TN","Public","1011",881555698,472878685.46,1354434383.46
"773","TN","Public","1112",946836443,446983101.66,1393819544.66
"774","TN","Public","1213",916560624,419590735.17,1336151359.17
"775","TX","Private","1011",996630881,166131013.37,1162761894.37
"776","TX","Private","1112",1022513936,184813475.65,1207327411.65
"777","TX","Private","1213",1004913520,180916683.51,1185830203.51
"778","TX","Private","1314",1045029664,186035590.54,1231065254.54
"779","TX","Private","1415",1018673658,180107110.16,1198780768.16
"780","TX","Private","1516",831854817,161117003.05,992971820.05
"781","TX","Proprietary","1314",434690461,223874159.51,658564620.51
"782","TX","Proprietary","1415",418227036,222743629.67,640970665.67
"783","TX","Proprietary","1516",252137532,175727001.89,427864533.89
"784","TX","Proprietary","1011",667491341,369231972.14,1036723313.14
"785","TX","Proprietary","1112",545584790,276949829.49,822534619.49
"786","TX","Proprietary","1213",446646319,230419166.33,677065485.33
"787","TX","Public","1314",3797054059,1851437850.34,5648491909.34
"788","TX","Public","1415",3677028351,1853281041.98,5530309392.98
"789","TX","Public","1516",3269669573,1655693583.7,4925363156.7
"790","TX","Public","1011",3584691412,2064023446.95,5648714858.95
"791","TX","Public","1112",3848577680,1958620303.03,5807197983.03
"792","TX","Public","1213",3783797429,1872728591.66,5656526020.66
"793","UT","Private","1011",282450469,113776648.61,396227117.61
"794","UT","Private","1112",331253923,111436288.57,442690211.57
"795","UT","Private","1213",329084162,119885318.42,448969480.42
"796","UT","Private","1314",287466084,119790773.06,407256857.06
"797","UT","Private","1415",328865929,136737805,465603734
"798","UT","Private","1516",219212773,121309906.15,340522679.15
"799","UT","Proprietary","1314",169543820,65463495.53,235007315.53
"800","UT","Proprietary","1415",156757594,61262750.09,218020344.09
"801","UT","Proprietary","1516",85661095,48809106.12,134470201.12
"802","UT","Proprietary","1011",178750069,74880853.9,253630922.9
"803","UT","Proprietary","1112",168970837,64198131.4,233168968.4
"804","UT","Proprietary","1213",174190480,68196211.32,242386691.32
"805","UT","Public","1314",383493678,223989037.75,607482715.75
"806","UT","Public","1415",374992674,217828158.79,592820832.79
"807","UT","Public","1516",323875745,191494327.71,515370072.71
"808","UT","Public","1011",392678071,250759792.55,643437863.55
"809","UT","Public","1112",438088780,241028921.27,679117701.27
"810","UT","Public","1213",415024607,237224801.57,652249408.57
"811","VA","Private","1011",1009155979,147138648.57,1156294627.57
"812","VA","Private","1112",1172445647,159952922.61,1332398569.61
"813","VA","Private","1213",1210202849,163937486.03,1374140335.03
"814","VA","Private","1314",1266014074,172781615.67,1438795689.67
"815","VA","Private","1415",1251739375,175336640.99,1427076015.99
"816","VA","Private","1516",970599608,147866743.94,1118466351.94
"817","VA","Proprietary","1314",233935867,107999556.75,341935423.75
"818","VA","Proprietary","1415",229318894,108060795.67,337379689.67
"819","VA","Proprietary","1516",116031498,79163454.39,195194952.39
"820","VA","Proprietary","1011",301616180,177430205.59,479046385.59
"821","VA","Proprietary","1112",257500420,119017308.52,376517728.52
"822","VA","Proprietary","1213",240284170,112328184.88,352612354.88
"823","VA","Public","1314",1373460232,439938791.39,1813399023.39
"824","VA","Public","1415",1377522888,438546493.77,1816069381.77
"825","VA","Public","1516",1276554305,386469198.98,1663023503.98
"826","VA","Public","1011",1267291147,445434777.01,1712725924.01
"827","VA","Public","1112",1357434414,438879318.25,1796313732.25
"828","VA","Public","1213",1371506913,434623806.34,1806130719.34
"829","VT","Private","1011",174004995,14725241.74,188730236.74
"830","VT","Private","1112",174019809,13057370.16,187077179.16
"831","VT","Private","1213",166196557,13197804.64,179394361.64
"832","VT","Private","1314",162713566,13640069.05,176353635.05
"833","VT","Private","1415",162240011,14100584.12,176340595.12
"834","VT","Private","1516",134156219,14071815.67,148228034.67
"835","VT","Proprietary","1314",4495946,1104761.3,5600707.3
"836","VT","Proprietary","1415",3944400,1125599.86,5069999.86
"837","VT","Proprietary","1516",2024826,766568.43,2791394.43
"838","VT","Proprietary","1011",6596598,1477547.74,8074145.74
"839","VT","Proprietary","1112",5743752,1160485.24,6904237.24
"840","VT","Proprietary","1213",5197954,1304108.24,6502062.24
"841","VT","Public","1314",141547353,29000851.3,170548204.3
"842","VT","Public","1415",133879576,26786124.54,160665700.54
"843","VT","Public","1516",122916415,22416605.26,145333020.26
"844","VT","Public","1011",160921111,32528209.63,193449320.63
"845","VT","Public","1112",163741392,29384918.57,193126310.57
"846","VT","Public","1213",153368150,29452409.53,182820559.53
"847","WA","Private","1011",407959686,42413190.91,450372876.91
"848","WA","Private","1112",422260438,38275786.19,460536224.19
"849","WA","Private","1213",400179463,38464917.59,438644380.59
"850","WA","Private","1314",448750052,56763490.07,505513542.07
"851","WA","Private","1415",425933431,49359889.8,475293320.8
"852","WA","Private","1516",316988527,39819339.2,356807866.2
"853","WA","Proprietary","1314",90754936,35034104.82,125789040.82
"854","WA","Proprietary","1415",82317602,33206990.41,115524592.41
"855","WA","Proprietary","1516",49842283,23707055.57,73549338.57
"856","WA","Proprietary","1011",127858089,61664161.74,189522250.74
"857","WA","Proprietary","1112",107968651,47792743.39,155761394.39
"858","WA","Proprietary","1213",101189481,48114628.49,149304109.49
"859","WA","Public","1314",891432857,399872706.63,1291305563.63
"860","WA","Public","1415",868361277,390817418.18,1259178695.18
"861","WA","Public","1516",706788401,326771723.66,1033560124.66
"862","WA","Public","1011",858103591,426812060.44,1284915651.44
"863","WA","Public","1112",906727209,407176481.35,1313903690.35
"864","WA","Public","1213",897599601,405335926.32,1302935527.32
"865","WI","Private","1011",478410988,68793134.4,547204122.4
"866","WI","Private","1112",475413368,60442228.48,535855596.48
"867","WI","Private","1213",465281661,59400990.55,524682651.55
"868","WI","Private","1314",472860998,58067647.68,530928645.68
"869","WI","Private","1415",460241166,55584394.96,515825560.96
"870","WI","Private","1516",397237169,49439073.85,446676242.85
"871","WI","Proprietary","1314",99914161,35510308.57,135424469.57
"872","WI","Proprietary","1415",100890054,35269561.53,136159615.53
"873","WI","Proprietary","1516",53803193,27449450.66,81252643.66
"874","WI","Proprietary","1011",111617751,51829676.68,163447427.68
"875","WI","Proprietary","1112",106107989,37433555.37,143541544.37
"876","WI","Proprietary","1213",102314387,35510984.77,137825371.77
"877","WI","Public","1314",1004427405,333685398.6,1338112803.6
"878","WI","Public","1415",963998037,319969041.04,1283967078.04
"879","WI","Public","1516",847709624,281794799.1,1129504423.1
"880","WI","Public","1011",1071253687,361782442.58,1433036129.58
"881","WI","Public","1112",1080913035,339993463.03,1420906498.03
"882","WI","Public","1213",1040274907,342220721.82,1382495628.82
"883","WV","Private","1011",119096361,26609262.11,145705623.11
"884","WV","Private","1112",108375973,21228180.41,129604153.41
"885","WV","Private","1213",70692021,12676294.71,83368315.71
"886","WV","Private","1314",73398666,12510055.31,85908721.31
"887","WV","Private","1415",70975606,12827877.71,83803483.71
"888","WV","Private","1516",56882389,12181065.01,69063454.01
"889","WV","Proprietary","1314",248167685,87012218.26,335179903.26
"890","WV","Proprietary","1415",222983048,80028439.44,303011487.44
"891","WV","Proprietary","1516",138121932,61335911.41,199457843.41
"892","WV","Proprietary","1011",153745441,63715024.64,217460465.64
"893","WV","Proprietary","1112",203908789,77963163.64,281871952.64
"894","WV","Proprietary","1213",232597171,84846209.77,317443380.77
"895","WV","Public","1314",471692659,134432961.05,606125620.05
"896","WV","Public","1415",466714298,127328726.47,594043024.47
"897","WV","Public","1516",389691819,116910167.05,506601986.05
"898","WV","Public","1011",462985999,165790750.81,628776749.81
"899","WV","Public","1112",511717814,148885128.74,660602942.74
"900","WV","Public","1213",473696554,140482939.06,614179493.06
"901","WY","Private","1314",25871517,7637555,33509072
"902","WY","Private","1415",17267313,4448907,21716220
"903","WY","Private","1516",6593642,1963657,8557299
"904","WY","Proprietary","1314",603086,546653.97,1149739.97
"905","WY","Proprietary","1415",474827,476052,950879
"906","WY","Proprietary","1516",276401,311507,587908
"907","WY","Proprietary","1011",58005723,19817554.91,77823277.91
"908","WY","Proprietary","1112",57508069,15117854,72625923
"909","WY","Proprietary","1213",38119295,13597006,51716301
"910","WY","Public","1314",60826255,28574983.62,89401238.62
"911","WY","Public","1415",58763945,26462030.81,85225975.81
"912","WY","Public","1516",53085835,23914074.98,76999909.98
"913","WY","Public","1011",62363128,33973714.82,96336842.82
"914","WY","Public","1112",62693752,31535588.73,94229340.73
"915","WY","Public","1213",61619941,30450798.49,92070739.49
